Symbol,Name,Current_Price_USD,Predicted_Price,Recommendation,Buy_Score,Sell_Score,Risk_Level,Sector,Industry,Timestamp
META,"Meta Platforms, Inc.",703.82,373.77734375,BUY,0.058992478412147845,0.04100752158785216,MEDIUM,Communication Services,Internet Content & Information,20250617_220203
