Symbol,Name,Current_Price_USD,Predicted_Price,Recommendation,Buy_Score,Sell_Score,Risk_Level,Sector,Industry,Timestamp
FUBO,fuboTV Inc.,3.21,2.4870669841766357,BUY,0.16808197913439427,-0.06808197913439429,HIGH,Communication Services,Broadcasting,20250618_000348
